chapter,verse,sanskrit,english,transliteration,verse_id
10,34,मृत्युः सर्वहरश्चाहमुद्भवश्च भविष्यताम् |कीर्तिः श्रीर्वाक्च नारीणां स्मृतिर्मेधा धृतिः क्षमा |,"I am the all-destroying Death that snatches all, and the origin of all that shall be born. Among women, I am Kirti, Shree, Vak, Smrti, Medha, Dhrti and Ksama.",mṛtyuḥ sarvaharaścāhamudbhavaśca bhaviṣyatām .kīrtiḥ śrīrvākca nārīṇāṃ smṛtirmedhā dhṛtiḥ kṣamā,BG_10_34
10,35,बृहत्साम तथा साम्नां गायत्री छन्दसामहम् |मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकरः |,"Likewise among the Srutis that can be sung, I am the variety known as Brhatsama; while among the Vedic hymns, I am the hymn known as Gayatri. Again, among the twelve months of the Hindu calendar; I am the month Margasirsha and among the seasons, I am the spring.",bṛhatsāma tathā sāmnāṃ gāyatrī chandasāmaham .māsānāṃ mārgaśīrṣo.ahamṛtūnāṃ kusumākaraḥ,BG_10_35
10,36,द्यूतं छलयतामस्मि तेजस्तेजस्विनामहम् |जयोऽस्मि व्यवसायोऽस्मि सत्त्वं सत्त्ववतामहम् |,"I am gambling among deceitful practices, and the glory of the glorious. I am the victory of the victorious, the resolve of the resolute, the goodness of the good.",dyūtaṃ chalayatāmasmi tejastejasvināmaham .jayo.asmi vyavasāyo.asmi sattvaṃ sattvavatāmaham,BG_10_36
10,37,वृष्णीनां वासुदेवोऽस्मि पाण्डवानां धनञ्जयः |मुनीनामप्यहं व्यासः कवीनामुशना कविः |,"Among the Vrishnis I am Vasudeva, among the Pandavas I am Dhananjaya; among the sages I am Vyasa, and among poets I am the poet Ushanas.",vṛṣṇīnāṃ vāsudevo.asmi pāṇḍavānāṃ dhanañjayaḥ .munīnāmapyahaṃ vyāsaḥ kavīnāmuśanā kaviḥ,BG_10_37
10,38,दण्डो दमयतामस्मि नीतिरस्मि जिगीषताम् |मौनं चैवास्मि गुह्यानां ज्ञानं ज्ञानवतामहम् |,"I am the subduing power in rulers; I am righteousness in those who seek to conquer. Of things to be kept secret, I am the custodian in the shape of reticence; and I am the wisdom of the wise.",daṇḍo damayatāmasmi nītirasmi jigīṣatām .maunaṃ caivāsmi guhyānāṃ jñānaṃ jñānavatāmaham,BG_10_38
10,39,यच्चापि सर्वभूतानां बीजं तदहमर्जुन |न तदस्ति विना यत्स्यान्मया भूतं चराचरम् |,"Arjuna, I am even that which is the seed of all life. For there is no creature, moving or inert, which exists without Me.",yaccāpi sarvabhūtānāṃ bījaṃ tadahamarjuna .na tadasti vinā yatsyānmayā bhūtaṃ carācaram,BG_10_39
10,40,नान्तोऽस्ति मम दिव्यानां विभूतीनां परन्तप |एष तूद्देशतः प्रोक्तो विभूतेर्विस्तरो मया |,"Arjuna, there is no limit to My divine manifestation. This is only a brief description by Me of the extent of My glory.",nānto.asti mama divyānāṃ vibhūtīnāṃ parantapa .eṣa tūddeśataḥ prokto vibhūtervistaro mayā,BG_10_40
10,41,यद्यद्विभूतिमत्सत्त्वं श्रीमदूर्जितमेव वा |तत्तदेवावगच्छ त्वं मम तेजोंऽशसम्भवम् |,"Whatever is endowed with existence, consciousness, and glory, know that to be a manifestation of a part of My splendor.",yadyadvibhūtimatsattvaṃ śrīmadūrjitameva vā .tattadevāvagaccha tvaṃ mama tejoṃśasambhavam,BG_10_41
10,42,अथवा बहुनैतेन किं ज्ञातेन तवार्जुन |विष्टभ्याहमिदं कृत्स्नमेकांशेन स्थितो जगत् |,"Or, what will you gain by knowing all this in detail, Arjuna? Suffice it to say that I stand holding this entire universe by a fraction of My Yogic power.",athavā bahunaitena kiṃ jñātena tavārjuna .viṣṭabhyāhamidaṃ kṛtsnamekāṃśena sthito jagat,BG_10_42
11,1,अर्जुन उवाच |मदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम् |यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम |,"Arjuna said: Thanks to the most profound words of spiritual wisdom that You have spoken out of kindness to me, this delusion of mine has entirely disappeared.",arjuna uvāca .madanugrahāya paramaṃ guhyamadhyātmasaṃjñitam .yattvayoktaṃ vacastena moho.ayaṃ vigato mama,BG_11_1
11,3,एवमेतद्यथात्थ त्वमात्मानं परमेश्वर |द्रष्टुमिच्छामि ते रूपमैश्वरं पुरुषोत्तम |,"Your divine form possessed of wisdom, glory, energy, strength, valour and effulgence, O best of persons!",evametadyathāttha tvamātmānaṃ parameśvara .draṣṭumicchāmi te rūpamaiśvaraṃ puruṣottama,BG_11_3
11,4,मन्यसे यदि तच्छक्यं मया द्रष्टुमिति प्रभो |योगेश्वर ततो मे त्वं दर्शयात्मानमव्ययम् |,"O Lord, if You think that it is possible for me to behold that form by me, then show me that imperishable form, O Lord of Yoga.",manyase yadi tacchakyaṃ mayā draṣṭumiti prabho .yogeśvara tato me tvaṃ darśayātmānamavyayam,BG_11_4
11,5,श्रीभगवानुवाच |पश्य मे पार्थ रूपाणि शतशोऽथ सहस्रशः |नानाविधानि दिव्यानि नानावर्णाकृतीनि च |,"Shree Bhagavan said: Arjuna, behold presently in hundreds and thousands, My multifarious divine forms, of various colours and shapes.",śrībhagavānuvāca .paśya me pārtha rūpāṇi śataśo.atha sahasraśaḥ .nānāvidhāni divyāni nānāvarṇākṛtīni ca,BG_11_5
11,6,पश्यादित्यान्वसून्रुद्रानश्विनौ मरुतस्तथा |बहून्यदृष्टपूर्वाणि पश्याश्चर्याणि भारत |,"Behold in Me the Adityas, the Vasus, the Rudras, the two Ashvins, and also the Maruts, O Bharata, and many wonders never seen before.",paśyādityānvasūnrudrānaśvinau marutastathā .bahūnyadṛṣṭapūrvāṇi paśyāścaryāṇi bhārata,BG_11_6
11,7,इहैकस्थं जगत्कृत्स्नं पश्याद्य सचराचरम् |मम देहे गुडाकेश यच्चान्यद् द्रष्टुमिच्छसि |,"Arjuna, behold as concentrated within this body of Mine the entire creation consisting of both animate and inanimate beings, and whatever else you desire to see.",ihaikasthaṃ jagatkṛtsnaṃ paśyādya sacarācaram .mama dehe guḍākeśa yaccānyad draṣṭumicchasi,BG_11_7
11,8,न तु मां शक्यसे द्रष्टुमनेनैव स्वचक्षुषा |दिव्यं ददामि ते चक्षुः पश्य मे योगमैश्वरम् |,"But surely you cannot see Me with these human eyes of yours; therefore, I vouchsafe to you the divine eye. With this you behold My divine power of Yoga.",na tu māṃ śakyase draṣṭumanenaiva svacakṣuṣā .divyaṃ dadāmi te cakṣuḥ paśya me yogamaiśvaram,BG_11_8
11,9,सञ्जय उवाच |एवमुक्त्वा ततो राजन्महायोगेश्वरो हरिः |दर्शयामास पार्थाय परमं रूपमैश्वरम् |,"Sanjaya said: My lord! having spoken thus, Shree Krishna, the supreme Master of Yoga, forthwith revealed to Arjuna His supremely glorious divine Form.",sañjaya uvāca .evamuktvā tato rājanmahāyogeśvaro hariḥ .darśayāmāsa pārthāya paramaṃ rūpamaiśvaram,BG_11_9
11,10,अनेकवक्त्रनयनमनेकाद्भुतदर्शनम् |अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम् |,"Arjuna saw the supreme Deity possessing many mouths and eyes, presenting many a wonderful sight, decked with many divine ornaments, wielding many uplifted divine weapons,",anekavaktranayanamanekādbhutadarśanam .anekadivyābharaṇaṃ divyānekodyatāyudham,BG_11_10
11,11,दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम् |सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम् |,"wearing divine garlands and clothes, besmeared all over with divine sandal-pastes, full of all wonders, infinite and having faces on all sides.",divyamālyāmbaradharaṃ divyagandhānulepanam .sarvāścaryamayaṃ devamanantaṃ viśvatomukham,BG_11_11
11,13,तत्रैकस्थं जगत्कृत्स्नं प्रविभक्तमनेकधा |अपश्यद्देवदेवस्य शरीरे पाण्डवस्तदा |,"Concentrated at one place in the person of that supreme Deity, Arjuna then beheld the whole universe with its manifold divisions.",tatraikasthaṃ jagatkṛtsnaṃ pravibhaktamanekadhā .apaśyaddevadevasya śarīre pāṇḍavastadā,BG_11_13
11,16,अनेकबाहूदरवक्त्रनेत्रंपश्यामि त्वां सर्वतोऽनन्तरूपम् |नान्तं न मध्यं न पुनस्तवादिंपश्यामि विश्वेश्वर विश्वरूप |,"O lord of the universe, I see You endowed with numerous arms, bellies, mouths, and eyes and having innumerable forms extended on all sides. I see neither Your beginning nor middle, nor even Your end, manifested as You are in the form of the universe.",anekabāhūdaravaktranetraṃ paśyāmi tvāṃ sarvato.anantarūpam .nāntaṃ na madhyaṃ na punastavādiṃ paśyāmi viśveśvara viśvarūpa,BG_11_16
11,17,किरीटिनं गदिनं चक्रिणं चतेजोराशिं सर्वतो दीप्तिमन्तम् |पश्यामि त्वां दुर्निरीक्ष्यं समन्ताद्दीप्तानलार्कद्युतिमप्रमेयम् |,"I see You endowed with diadems, clubs and discuses, a mass of splendour flaming all round, having the brilliance of a blazing fire and the sun, hard to gaze at and immeasurable on all sides.",kirīṭinaṃ gadinaṃ cakriṇaṃ ca tejorāśiṃ sarvato dīptimantam .paśyāmi tvāṃ durnirīkṣyaṃ samantād dīptānalārkadyutimaprameyam,BG_11_17
11,18,त्वमक्षरं परमं वेदितव्यंत्वमस्य विश्वस्य परं निधानम् |त्वमव्ययः शाश्वतधर्मगोप्तासनातनस्त्वं पुरुषो मतो मे |,"You are the supreme indestructible worthy of being known; You are the ultimate refuge of this universe. You are, again, the protector of the ageless Dharma; I consider You to be the eternal imperishable Being.",tvamakṣaraṃ paramaṃ veditavyaṃ tvamasya viśvasya paraṃ nidhānam .tvamavyayaḥ śāśvatadharmagoptā sanātanastvaṃ puruṣo mato me,BG_11_18
11,19,अनादिमध्यान्तमनन्तवीर्य-मनन्तबाहुं शशिसूर्यनेत्रम् |पश्यामि त्वां दीप्तहुताशवक्त्रंस्वतेजसा विश्वमिदं तपन्तम् |,"I see You without beginning, middle or end, possessing unlimited prowess and endowed with numberless arms, having the moon and the sun for Your eyes, and blazing fire for Your mouth, and scorching this universe by Your radiance.",anādimadhyāntamanantavīryam anantabāhuṃ śaśisūryanetram .paśyāmi tvāṃ dīptahutāśavaktraṃ svatejasā viśvamidaṃ tapantam,BG_11_19
11,20,द्यावापृथिव्योरिदमन्तरं हिव्याप्तं त्वयैकेन दिशश्च सर्वाः |दृष्ट्वाद्भुतं रूपमुग्रं तवेदंलोकत्रयं प्रव्यथितं महात्मन् |,"Yonder space between heaven and earth and all the quarters are entirely filled by You alone. Seeing this transcendent, dreadful form of yours, O sould of the universe, all the three worlds feels greatly alarmed.",dyāvāpṛthivyoridamantaraṃ hi vyāptaṃ tvayaikena diśaśca sarvāḥ .dṛṣṭvādbhutaṃ rūpamugraṃ tavedaṃ lokatrayaṃ pravyathitaṃ mahātman,BG_11_20
11,21,अमी हि त्वां सुरसङ्घा विशन्तिकेचिद्भीताः प्राञ्जलयो गृणन्ति |स्वस्तीत्युक्त्वा महर्षिसिद्धसङ्घाःस्तुवन्ति त्वां स्तुतिभिः पुष्कलाभिः |,"Yonder hosts of gods are entering You; some with palms joined out of fear are uttering Your names and glories. Multitudes of Maharsis and Siddhas, saying ‘Let there be peace’, are extolling You by means of excellent hymns.",amī hi tvāṃ surasaṅghā viśanti kecidbhītāḥ prāñjalayo gṛṇanti .svastītyuktvā maharṣisiddhasaṅghāḥ stuvanti tvāṃ stutibhiḥ puṣkalābhiḥ,BG_11_21
11,24,नभःस्पृशं दीप्तमनेकवर्णंव्यात्ताननं दीप्तविशालनेत्रम् |दृष्ट्वा हि त्वां प्रव्यथितान्तरात्माधृतिं न विन्दामि शमं च विष्णो |,"Because, O Vishnu! touching the sky, radiant, adorned with many colors, with spreading mouths and large luminous eyes, seeing You, my inner self is terrified; I cannot maintain my composure or peace.",nabhaḥspṛśaṃ dīptamanekavarṇaṃ vyāttānanaṃ dīptaviśālanetram .dṛṣṭvā hi tvāṃ pravyathitāntarātmā dhṛtiṃ na vindāmi śamaṃ ca viṣṇo,BG_11_24
11,25,दंष्ट्राकरालानि च ते मुखानिदृष्ट्वैव कालानलसन्निभानि |दिशो न जाने न लभे च शर्मप्रसीद देवेश जगन्निवास |,"Seeing Your faces frightful on account of their teeth, and flaring like the fire at the time of universal destruction, I am utterly bewildered and find no happiness; therefore, be kind to me, O Lord of celestials and Resting-place of the universe.",daṃṣṭrākarālāni ca te mukhāni dṛṣṭvaiva kālānalasannibhāni .diśo na jāne na labhe ca śarma prasīda deveśa jagannivāsa,BG_11_25
11,26,अमी च त्वां धृतराष्ट्रस्य पुत्राःसर्वे सहैवावनिपालसङ्घैः |भीष्मो द्रोणः सूतपुत्रस्तथासौसहास्मदीयैरपि योधमुख्यैः |,"All those sons of Dhrtarastra with hosts of kings are entering You.Bhishma, Drona and yonder Karna, with the principal warriors on our side as well, are rushing headlong into Your fearful mouths.",amī ca tvāṃ dhṛtarāṣṭrasya putrāḥ sarve sahaivāvanipālasaṅghaiḥ .bhīṣmo droṇaḥ sūtaputrastathāsau sahāsmadīyairapi yodhamukhyaiḥ,BG_11_26
11,27,वक्त्राणि ते त्वरमाणा विशन्तिदंष्ट्राकरालानि भयानकानि |केचिद्विलग्ना दशनान्तरेषुसन्दृश्यन्ते चूर्णितैरुत्तमाङ्गैः |,"Rushing into Your fearful mouths looking all the more terrible on account of their teeth, some are seen stuck up in the gaps between Your teeth with their heads crushed.",vaktrāṇi te tvaramāṇā viśanti daṃṣṭrākarālāni bhayānakāni .kecidvilagnā daśanāntareṣu sandṛśyante cūrṇitairuttamāṅgaiḥ,BG_11_27
11,29,यथा प्रदीप्तं ज्वलनं पतङ्गाविशन्ति नाशाय समृद्धवेगाः |तथैव नाशाय विशन्ति लोकास्-तवापि वक्त्राणि समृद्धवेगाः |,"As moths rush with great speed into the blazing fire for extinction out of their folly, even so all these people are with great rapidity entering Your mouths to meet their doom.",yathā pradīptaṃ jvalanaṃ pataṅgā viśanti nāśāya samṛddhavegāḥ .tathaiva nāśāya viśanti lokāsa- tavāpi vaktrāṇi samṛddhavegāḥ,BG_11_29
11,30,लेलिह्यसे ग्रसमानः समन्ताल्-लोकान्समग्रान्वदनैर्ज्वलद्भिः |तेजोभिरापूर्य जगत्समग्रंभासस्तवोग्राः प्रतपन्ति विष्णो |,"Thou lickest up, devouring all the worlds on every side with Thy flaming mouths. Thy fierce rays, filling the whole world with radiance, are burning, O Vishnu!",lelihyase grasamānaḥ samantāl- lokānsamagrānvadanairjvaladbhiḥ .tejobhirāpūrya jagatsamagraṃ bhāsastavogrāḥ pratapanti viṣṇo,BG_11_30
11,31,आख्याहि मे को भवानुग्ररूपोनमोऽस्तु ते देववर प्रसीद |विज्ञातुमिच्छामि भवन्तमाद्यंन हि प्रजानामि तव प्रवृत्तिम् |,"Tell me who You are with a form so terrible. My obeisance to You, O best of gods; be kind to me, I wish to know You, the Primal Being, in particular; for I know not Your purpose.",ākhyāhi me ko bhavānugrarūpo namo.astu te devavara prasīda .vijñātumicchāmi bhavantamādyaṃ na hi prajānāmi tava pravṛttim,BG_11_31
11,33,तस्मात्त्वमुत्तिष्ठ यशो लभस्वजित्वा शत्रून् भुङ्क्ष्व राज्यं समृद्धम् |मयैवैते निहताः पूर्वमेवनिमित्तमात्रं भव सव्यसाचिन् |,"Therefore, arise, gain fame, conquer the enemies, and enjoy a prosperous kingdom with wealth and resources. These brave warriors have already been slain by Me. O Savyasachin, you are only the instrument.",tasmāttvamuttiṣṭha yaśo labhasva jitvā śatrūn bhuṅkṣva rājyaṃ samṛddham .mayaivaite nihatāḥ pūrvameva nimittamātraṃ bhava savyasācin,BG_11_33
11,35,सञ्जय उवाच |एतच्छ्रुत्वा वचनं केशवस्यकृताञ्जलिर्वेपमानः किरीटी |नमस्कृत्वा भूय एवाह कृष्णंसगद्गदं भीतभीतः प्रणम्य |,"Sanjaya said: Hearing these words of Bhagavan Keshava, Arjuna tremblingly bowed to Him with joined palms, and bowing again in extreme terror spoke to Shree Krishna in faltering accents.",sañjaya uvāca .etacchrutvā vacanaṃ keśavasya kṛtāñjalirvepamānaḥ kirīṭī .namaskṛtvā bhūya evāha kṛṣṇaṃ sagadgadaṃ bhītabhītaḥ praṇamya,BG_11_35
11,36,अर्जुन उवाच |स्थाने हृषीकेश तव प्रकीर्त्याजगत्प्रहृष्यत्यनुरज्यते च |रक्षांसि भीतानि दिशो द्रवन्तिसर्वे नमस्यन्ति च सिद्धसङ्घाः |,"Arjuna said: Lord, well it is the universe exults and is filled with love by chanting Your names, virtues and glory; terrified Raksasas are fleeing in all directions, and all the hosts of Siddhas are bowing to You.",arjuna uvāca .sthāne hṛṣīkeśa tava prakīrtyā jagatprahṛṣyatyanurajyate ca .rakṣāṃsi bhītāni diśo dravanti sarve namasyanti ca siddhasaṅghāḥ,BG_11_36
11,37,कस्माच्च ते न नमेरन्महात्मन्गरीयसे ब्रह्मणोऽप्यादिकर्त्रे |अनन्त देवेश जगन्निवासत्वमक्षरं सदसत्तत्परं यत् |,"O great soul, why should they not bow to You, who are the progenitor of Brahma himself and the greatest of the great? O infinite Lord of celestials, Abode of the universe, You are that which is existent, that which is non-existentand also that which is beyond both, viz., the indestructible Brahma.",kasmācca te na nameranmahātman garīyase brahmaṇo.apyādikartre .ananta deveśa jagannivāsa tvamakṣaraṃ sadasattatparaṃ yat,BG_11_37
11,38,त्वमादिदेवः पुरुषः पुराणस्-त्वमस्य विश्वस्य परं निधानम् |वेत्तासि वेद्यं च परं च धामत्वया ततं विश्वमनन्तरूप |,"You are the primal Deity, the most ancient Person; You are the ultimate resort of this universe. You are both the knower and the knowable, and the highest abode. It is You who pervade the universe, assuming endless forms.",tvamādidevaḥ puruṣaḥ purāṇasa- tvamasya viśvasya paraṃ nidhānam .vettāsi vedyaṃ ca paraṃ ca dhāma tvayā tataṃ viśvamanantarūpa,BG_11_38
11,39,वायुर्यमोऽग्निर्वरुणः शशाङ्कःप्रजापतिस्त्वं प्रपितामहश्च |नमो नमस्तेऽस्तु सहस्रकृत्वःपुनश्च भूयोऽपि नमो नमस्ते |,"You are Vayu, Yama, Agni, the moon-god, Brahma, nay, the father of Brahma Himself. Hail, hail to You a thousand times; salutations, repeated salutations O You once again.",vāyuryamo.agnirvaruṇaḥ śaśāṅkaḥ prajāpatistvaṃ prapitāmahaśca .namo namaste.astu sahasrakṛtvaḥ punaśca bhūyo.api namo namaste,BG_11_39
11,40,नमः पुरस्तादथ पृष्ठतस्तेनमोऽस्तु ते सर्वत एव सर्व |अनन्तवीर्यामितविक्रमस्त्वंसर्वं समाप्नोषि ततोऽसि सर्वः |,"O Lord of infinite prowess, my salutations to You from before and from behind. O soul of all, my obeisance to You from all sides indeed. You, who possess limitless might, pervade all; therefore, You are all.",namaḥ purastādatha pṛṣṭhataste namo.astu te sarvata eva sarva .anantavīryāmitavikramastvaṃ sarvaṃ samāpnoṣi tato.asi sarvaḥ,BG_11_40
11,41,सखेति मत्वा प्रसभं यदुक्तंहे कृष्ण हे यादव हे सखेति |अजानता महिमानं तवेदंमया प्रमादात्प्रणयेन वापि |,"O Krishna, O Yadava, O friend! Thinking of You as a mere companion, whatever I have said rashly, without understanding Your greatness, and disrespectfully in jest, while at play, reposing, sitting or at meals, either alone or before others, for all that I crave forgiveness from You, who are immeasurable.",sakheti matvā prasabhaṃ yaduktaṃ he kṛṣṇa he yādava he sakheti .ajānatā mahimānaṃ tavedaṃ mayā pramādātpraṇayena vāpi,BG_11_41
11,42,यच्चावहासार्थमसत्कृतोऽसिविहारशय्यासनभोजनेषु |एकोऽथवाप्यच्युत तत्समक्षंतत्क्षामये त्वामहमप्रमेयम् |,"And whatever insult I may have offered to You in jest, while at play, resting, sitting, or at meals, either alone or in front of others, O Infallible One, I implore You, the immeasurable, to forgive me.",yaccāvahāsārthamasatkṛto.asi vihāraśayyāsanabhojaneṣu .eko.athavāpyacyuta tatsamakṣaṃ tatkṣāmaye tvāmahamaprameyam,BG_11_42
11,43,पितासि लोकस्य चराचरस्यत्वमस्य पूज्यश्च गुरुर्गरीयान् |न त्वत्समोऽस्त्यभ्यधिकः कुतोऽन्योलोकत्रयेऽप्यप्रतिमप्रभाव |,"You are the father of all moving and non-moving beings, the greatest of gurus, and eminently worthy of worship. There is no one superior to You; how then can there be anyone equal to You in the three worlds?",pitāsi lokasya carācarasya tvamasya pūjyaśca gururgarīyān .na tvatsamo.astyabhyadhikaḥ kuto.anyo lokatraye.apyapratimaprabhāva,BG_11_43
11,44,तस्मात्प्रणम्य प्रणिधाय कायंप्रसादये त्वामहमीशमीड्यम् |पितेव पुत्रस्य सखेव सख्युःप्रियः प्रियायार्हसि देव सोढुम् |,"Therefore, Lord, prostrating my body at Your feet and bowing low I seek to propitiate You, the ruler of all and worthy of all praise. It behoves You to bear with me even as father bears with his son, a friend with his friend and a husband with his beloved spouse,",tasmātpraṇamya praṇidhāya kāyaṃ prasādaye tvāmahamīśamīḍyam .piteva putrasya sakheva sakhyuḥ priyaḥ priyāyārhasi deva soḍhum,BG_11_44
11,45,अदृष्टपूर्वं हृषितोऽस्मि दृष्ट्वाभयेन च प्रव्यथितं मनो मे |तदेव मे दर्शय देव रूपंप्रसीद देवेश जगन्निवास |,"Having Seen Your wondrous form, which was never seen before, I feel transported with joy; at the same time my mind is tormented by fear. Pray reveal to me that divine form; the form of Visnu with four arms; O Lord of celestials Abode of the universe, be gracious.",adṛṣṭapūrvaṃ hṛṣito.asmi dṛṣṭvā bhayena ca pravyathitaṃ mano me .tadeva me darśaya deva rūpaṃ prasīda deveśa jagannivāsa,BG_11_45
11,46,किरीटिनं गदिनं चक्रहस्तंइच्छामि त्वां द्रष्टुमहं तथैव |तेनैव रूपेण चतुर्भुजेनसहस्रबाहो भव विश्वमूर्ते |,"I wish to see You wearing the crown, holding the mace and discus in Your hands. Therefore, O thousand-armed one, O universal form, manifest Yourself in that four-armed form.Seeing such a dreadful Form of Mine as this, be not perturbed or perplexed; with a fearless and complacent mind, behold once more this My form adorned with conch, discus, mace and lotus.",kirīṭinaṃ gadinaṃ cakrahastaṃ icchāmi tvāṃ draṣṭumahaṃ tathaiva .tenaiva rūpeṇa caturbhujena sahasrabāho bhava viśvamūrte,BG_11_46
11,47,श्रीभगवानुवाच |मया प्रसन्नेन तवार्जुनेदंरूपं परं दर्शितमात्मयोगात् |तेजोमयं विश्वमनन्तमाद्यंयन्मे त्वदन्येन न दृष्टपूर्वम् |,"Shree Bhagavan said: Arjuna! pleased with you I have shown you, through My own power of Yoga, this supreme, effulgent, primal and infinite Cosmic Body, which was never seen before by any else than you.",śrībhagavānuvāca .mayā prasannena tavārjunedaṃ rūpaṃ paraṃ darśitamātmayogāt .tejomayaṃ viśvamanantamādyaṃ yanme tvadanyena na dṛṣṭapūrvam,BG_11_47
11,48,न वेदयज्ञाध्ययनैर्न दानैर्-न च क्रियाभिर्न तपोभिरुग्रैः |एवंरूपः शक्य अहं नृलोकेद्रष्टुं त्वदन्येन कुरुप्रवीर |,"Arjuna, in this mortal world I cannot be seen in this Form by anyone else than you, either through study of the Vedas or of rituals, or a gain through gifts, actions or austere penances.",na vedayajñādhyayanairna dānaira- na ca kriyābhirna tapobhirugraiḥ .evaṃrūpaḥ śakya ahaṃ nṛloke draṣṭuṃ tvadanyena kurupravīra,BG_11_48
11,49,मा ते व्यथा मा च विमूढभावोदृष्ट्वा रूपं घोरमीदृङ्ममेदम् |व्यपेतभीः प्रीतमनाः पुनस्त्वंतदेव मे रूपमिदं प्रपश्य |,"Seeing such a dreadful Form of Mine as this, be not perturbed or perplexed; with a fearless and complacent mind, behold once again the same four-armed Form of Mine.",mā te vyathā mā ca vimūḍhabhāvo dṛṣṭvā rūpaṃ ghoramīdṛṅmamedam .vyapetabhīḥ prītamanāḥ punastvaṃ tadeva me rūpamidaṃ prapaśya,BG_11_49
11,50,सञ्जय उवाच |इत्यर्जुनं वासुदेवस्तथोक्त्वास्वकं रूपं दर्शयामास भूयः |आश्वासयामास च भीतमेनंभूत्वा पुनः सौम्यवपुर्महात्मा |,"Sanjaya said: Having spoken thus to Arjuna, Bhagavan Vasudeva again showed to him in the same way His own four-armed form; and then, assuming a gentle form, the high-souled Shree Krishna consoled the frightened Arjuna.",sañjaya uvāca .ityarjunaṃ vāsudevastathoktvā svakaṃ rūpaṃ darśayāmāsa bhūyaḥ .āśvāsayāmāsa ca bhītamenaṃ bhūtvā punaḥ saumyavapurmahātmā,BG_11_50
11,53,नाहं वेदैर्न तपसा न दानेन न चेज्यया |शक्य एवंविधो द्रष्टुं दृष्टवानसि मां यथा |,"Neither by study of the Vedas nor by penance, nor again by charity, nor even by ritual can I be seen in this formas you have seen Me.",nāhaṃ vedairna tapasā na dānena na cejyayā .śakya evaṃvidho draṣṭuṃ dṛṣṭavānasi māṃ yathā,BG_11_53
11,54,भक्त्या त्वनन्यया शक्य अहमेवंविधोऽर्जुन |ज्ञातुं द्रष्टुं च तत्त्वेन प्रवेष्टुं च परन्तप |,"Through single-minded devotion, however, I can be seen in this form; nay, known in essence and even entered into, O valiant Arjuna.",bhaktyā tvananyayā śakya ahamevaṃvidho.arjuna .jñātuṃ draṣṭuṃ ca tattvena praveṣṭuṃ ca parantapa,BG_11_54
11,55,मत्कर्मकृन्मत्परमो मद्भक्तः सङ्गवर्जितः |निर्वैरः सर्वभूतेषु यः स मामेति पाण्डव |,"Arjuna, he who performs all his duties for My sake, depends on Me, is devoted to Me; has no attachment, and is free from malice towards all beings, reaches Me.",matkarmakṛnmatparamo madbhaktaḥ saṅgavarjitaḥ .nirvairaḥ sarvabhūteṣu yaḥ sa māmeti pāṇḍava,BG_11_55
12,1,अर्जुन उवाच |एवं सततयुक्ता ये भक्तास्त्वां पर्युपासते |ये चाप्यक्षरमव्यक्तं तेषां के योगवित्तमाः |,"Arjuna said: The devotees who, with their minds constantly fixed on You as shown above, adore You as possessed of form and attributes, and those who adore as the supreme Reality",arjuna uvāca .evaṃ satatayuktā ye bhaktāstvāṃ paryupāsate .ye cāpyakṣaramavyaktaṃ teṣāṃ ke yogavittamāḥ,BG_12_1
12,2,श्रीभगवानुवाच |मय्यावेश्य मनो ये मां नित्ययुक्ता उपासते |श्रद्धया परयोपेताः ते मे युक्ततमा मताः |,"Shree Bhagavan said: I consider them to be the best Yogis, who endowed with supreme faith, and ever united through meditation with Me, worship Me with the mind centred on Me.",śrībhagavānuvāca .mayyāveśya mano ye māṃ nityayuktā upāsate .śraddhayā parayopetāḥ te me yuktatamā matāḥ,BG_12_2
12,4,सन्नियम्येन्द्रियग्रामं सर्वत्र समबुद्धयः |ते प्राप्नुवन्ति मामेव सर्वभूतहिते रताः |,"Having restrained all the senses, even-minded everywhere, intent on the welfare of all beings verily they also come unto Me",sanniyamyendriyagrāmaṃ sarvatra samabuddhayaḥ .te prāpnuvanti māmeva sarvabhūtahite ratāḥ,BG_12_4
12,6,ये तु सर्वाणि कर्माणि मयि संन्यस्य मत्परः |अनन्येनैव योगेन मां ध्यायन्त उपासते |,"On the other hand, those who depending exclusively on Me, and surrendering all actions to Me, worship Me, constantly meditating on Me with single-minded devotion.",ye tu sarvāṇi karmāṇi mayi saṃnyasya matparaḥ .ananyenaiva yogena māṃ dhyāyanta upāsate,BG_12_6
12,7,तेषामहं समुद्धर्ता मृत्युसंसारसागरात् |भवामि नचिरात्पार्थ मय्यावेशितचेतसाम् |,"These, Arjuna, I speedily deliver from the ocean of birth and death, their mind being fixed on Me.",teṣāmahaṃ samuddhartā mṛtyusaṃsārasāgarāt .bhavāmi nacirātpārtha mayyāveśitacetasām,BG_12_7
