query_id,query,positive,negative,positive_id,negative_id,query_language
BG_3_17_en_sa,"He, however, who takes delight in the self alone and is gratified with the Self, and is contented in the self, has no duty.",यस्त्वात्मरतिरेव स्यादात्मतृप्तश्च मानवः |आत्मन्येव च सन्तुष्टस्तस्य कार्यं न विद्यते |,यदृच्छालाभसन्तुष्टो द्वन्द्वातीतो विमत्सरः |समः सिद्धावसिद्धौ च कृत्वापि न निबध्यते |,BG_3_17,BG_4_22,english
BG_3_18_en_sa,In this world that great soul has no use whatsoever for things done nor for things not done; nor has he selfish dependence of any kind on any creature.,नैव तस्य कृतेनार्थो नाकृतेनेह कश्चन |न चास्य सर्वभूतेषु कश्चिदर्थव्यपाश्रयः |,न हि कश्चित्क्षणमपि जातु तिष्ठत्यकर्मकृत् |कार्यते ह्यवशः कर्म सर्वः प्रकृतिजैर्गुणैः |,BG_3_18,BG_3_5,english
BG_3_19_en_sa,"Therefore, go on efficiently doing your duty without attachment. Doing work without attachment man attains the Supreme.",तस्मादसक्तः सततं कार्यं कर्म समाचर |असक्तो ह्याचरन्कर्म परमाप्नोति पूरुषः |,श्रीभगवानुवाच |अनाश्रितः कर्मफलं कार्यं कर्म करोति यः |स संन्यासी च योगी च न निरग्निर्न चाक्रियः |,BG_3_19,BG_6_1,english
BG_3_20_en_sa,It is through actionalone that Janaka and otherwise men reached perfection. Having an eye to maintenance of the world order too you should take to action.,कर्मणैव हि संसिद्धिमास्थिता जनकादयः |लोकसंग्रहमेवापि सम्पश्यन्कर्तुमर्हसि |,मानापमानयोस्तुल्यस्तुल्यो मित्रारिपक्षयोः |सर्वारम्भपरित्यागी गुणातीतः स उच्यते |,BG_3_20,BG_14_25,english
BG_3_21_en_sa,"For whatever a great man does, that very thing other men also do; whatever standard he sets up; the generality of men follow the same.",यद्यदाचरति श्रेष्ठस्तत्तदेवेतरो जनः |स यत्प्रमाणं कुरुते लोकस्तदनुवर्तते |,तुल्यनिन्दास्तुतिर्मौनी सन्तुष्टो येन केनचित् |अनिकेतः स्थिरमतिर्भक्तिमान्मे प्रियो नरः |,BG_3_21,BG_12_19,english
BG_3_23_en_sa,"Should I not engage in action, scrupulously at any time, great harm will come to the world; for, Arjuna, men follow My way in all matters.",यदि ह्यहं न वर्तेयं जातु कर्मण्यतन्द्रितः |मम वर्त्मानुवर्तन्ते मनुष्याः पार्थ सर्वशः |,श्रीभगवानुवाच |बहूनि मे व्यतीतानि जन्मानि तव चार्जुन |तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप |,BG_3_23,BG_4_5,english
BG_3_25_en_sa,"Arjuna, as the unwise act with attachment, so should the wise man, seeking maintenance of the world order, act without attachment.",सक्ताः कर्मण्यविद्वांसो यथा कुर्वन्ति भारत |कुर्याद्विद्वांस्तथासक्तश्चिकीर्षुर्लोकसंग्रहम् |,कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि |योगिनः कर्म कुर्वन्ति सङ्गं त्यक्त्वात्मशुद्धये |,BG_3_25,BG_5_11,english
BG_3_26_en_sa,"A wise man established in the Self, should not unsettle the mind of the ignorant attached to action, but should perform all prescribed duties properly and also make others do the same.",न बुद्धिभेदं जनयेदज्ञानां कर्मसङ्गिनाम् |जोषयेत्सर्वकर्माणि विद्वान्युक्तः समाचरन् |,कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि |योगिनः कर्म कुर्वन्ति सङ्गं त्यक्त्वात्मशुद्धये |,BG_3_26,BG_5_11,english
BG_3_28_en_sa,"But, O mighty-armed, the knower of the truth about the division of the modes and the division of actions does not become attached, understanding that the modes are active within the modes.He, however, who has true insight into the respective spheres of Gunasand their actions, holding that it is the Gunasthat move among the Gunas, does not get attached to them, Arjuna.",तत्त्ववित्तु महाबाहो गुणकर्मविभागयोः |गुणा गुणेषु वर्तन्त इति मत्वा न सज्जते |,अर्जुन उवाच |प्रकृतिं पुरुषं चैव क्षेत्रं क्षेत्रज्ञमेव च |एतद्वेदितुमिच्छामि ज्ञानं ज्ञेयं च केशव |,BG_3_28,BG_13_1,english
BG_3_29_en_sa,Those who are completely deluded by the Gunasof Prakrti remain attached to those Gunas and actions; the man of perfect Knowledge should not unsettle the mind of those insufficiently knowing fools.,प्रकृतेर्गुणसम्मूढाः सज्जन्ते गुणकर्मसु |तानकृत्स्नविदो मन्दान्कृत्स्नविन्न विचालयेत् |,ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते |एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् |,BG_3_29,BG_9_15,english
BG_3_30_en_sa,"Therefore, dedicating all actions to Me with your mind fixed on Me, the Self of all freed from hope and the feeling of meum and cured of mental fever, fight.",मयि सर्वाणि कर्माणि संन्यस्याध्यात्मचेतसा |निराशीर्निर्ममो भूत्वा युध्यस्व विगतज्वरः |,चेतसा सर्वकर्माणि मयि संन्यस्य मत्परः |बुद्धियोगमुपाश्रित्य मच्चित्तः सततं भव |,BG_3_30,BG_18_57,english
BG_3_31_en_sa,"Even those men who, with an uncavilling and devout mind, always follow this teaching of Mine are released from the bondage of all actions.",ये मे मतमिदं नित्यमनुतिष्ठन्ति मानवाः |श्रद्धावन्तोऽनसूयन्तो मुच्यन्ते तेऽपि कर्मभिः |,सर्वकर्माण्यपि सदा कुर्वाणो मद्व्यपाश्रयः |मत्प्रसादादवाप्नोति शाश्वतं पदमव्ययम् |,BG_3_31,BG_18_56,english
BG_3_32_en_sa,"They, however, who, finding fault with this teaching of Mine, do not follow it, take those fools to be deluded in the matter of all knowledge, and lost.",ये त्वेतदभ्यसूयन्तो नानुतिष्ठन्ति मे मतम् |सर्वज्ञानविमूढांस्तान्विद्धि नष्टानचेतसः |,इदं ज्ञानमुपाश्रित्य मम साधर्म्यमागताः |सर्गेऽपि नोपजायन्ते प्रलये न व्यथन्ति च |,BG_3_32,BG_14_2,english
BG_3_33_en_sa,All living creatures follow their tendencies; even the wise man acts according to the nature he has acquired. What can stubbornness do?,सदृशं चेष्टते स्वस्याः प्रकृतेर्ज्ञानवानपि |प्रकृतिं यान्ति भूतानि निग्रहः किं करिष्यति |,मयाध्यक्षेण प्रकृतिः सूयते सचराचरम् |हेतुनानेन कौन्तेय जगद्विपरिवर्तते |,BG_3_33,BG_9_10,english
BG_3_34_en_sa,"Attraction and repulsion are rooted in all sense-objects. Man should never allow himself to be swayed by them, because they are the two principal enemies standing in the way of his redemption.",इन्द्रियस्येन्द्रियस्यार्थे रागद्वेषौ व्यवस्थितौ |तयोर्न वशमागच्छेत्तौ ह्यस्य परिपन्थिनौ |,वेदाविनाशिनं नित्यं य एनमजमव्ययम् |कथं स पुरुषः पार्थ कं घातयति हन्ति कम् |,BG_3_34,BG_2_21,english
BG_3_36_en_sa,"Arjuna said: Now impelled by what, Krishna, does this man commit sin even involuntarily, as though driven by force?",अर्जुन उवाच |अथ केन प्रयुक्तोऽयं पापं चरति पूरुषः |अनिच्छन्नपि वार्ष्णेय बलादिव नियोजितः |,अर्जुन उवाच |अयतिः श्रद्धयोपेतो योगाच्चलितमानसः |अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति |,BG_3_36,BG_6_37,english
BG_3_38_en_sa,"As fire is covered by smoke, and a mirror by dust, and the embryo is covered by the womb, so is knowledge covered by desire. As a flame is covered by smoke, mirror by dirt, and embryo by the amnion, so is Knowledge covered by it.",धूमेनाव्रियते वह्निर्यथादर्शो मलेन च |यथोल्बेनावृतो गर्भस्तथा तेनेदमावृतम् |,ज्ञानं ज्ञेयं परिज्ञाता त्रिविधा कर्मचोदना |करणं कर्म कर्तेति त्रिविधः कर्मसंग्रहः |,BG_3_38,BG_18_18,english
BG_3_39_en_sa,"And, Arjuna, Knowledge stand covered by this eternal enemy of the wise, known as desire, which is insatiable like fire.",आवृतं ज्ञानमेतेन ज्ञानिनो नित्यवैरिणा |कामरूपेण कौन्तेय दुष्पूरेणानलेन च |,ज्योतिषामपि तज्ज्योतिस्तमसः परमुच्यते |ज्ञानं ज्ञेयं ज्ञानगम्यं हृदि सर्वस्य विष्ठितम् |,BG_3_39,BG_13_18,english
BG_3_43_en_sa,"Thus, Arjuna, knowing that which is higher than the intellect and subduing the mind by reason, kill this enemy in the form of Desire that is hard to overcome.",एवं बुद्धेः परं बुद्ध्वा संस्तभ्यात्मानमात्मना |जहि शत्रुं महाबाहो कामरूपं दुरासदम् |,अर्जुन उवाच |संन्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम् |त्यागस्य च हृषीकेश पृथक्केशिनिषूदन |,BG_3_43,BG_18_1,english
BG_4_1_en_sa,Shree Bhagavan said: I taught this immortal Yoga to Vivasvan; Vivasvan conveyed it to Manu; and Manu imparted it toIksvaku.,श्रीभगवानुवाच |इमं विवस्वते योगं प्रोक्तवानहमव्ययम् |विवस्वान्मनवे प्राह मनुरिक्ष्वाकवेऽब्रवीत् |,तं विद्याद् दुःखसंयोगवियोगं योगसंज्ञितम् |स निश्चयेन योक्तव्यो योगोऽनिर्विण्णचेतसा |,BG_4_1,BG_6_23,english
BG_4_2_en_sa,"Thus transmitted in succession from father to son, Arjuna, this Yoga remained known to the Rajarsis. It has, however, long since disappeared from this earth.",एवं परम्पराप्राप्तमिमं राजर्षयो विदुः |स कालेनेह महता योगो नष्टः परन्तप |,तस्मादज्ञानसम्भूतं हृत्स्थं ज्ञानासिनात्मनः |छित्त्वैनं संशयं योगमातिष्ठोत्तिष्ठ भारत |,BG_4_2,BG_4_42,english
BG_4_3_en_sa,"The same ancient Yoga has this day been imparted to you by Me, because you are My devotee and friend; and also because this is a supreme secret.",स एवायं मया तेऽद्य योगः प्रोक्तः पुरातनः |भक्तोऽसि मे सखा चेति रहस्यं ह्येतदुत्तमम् |,श्रीभगवानुवाच |मय्यासक्तमनाः पार्थ योगं युञ्जन्मदाश्रयः |असंशयं समग्रं मां यथा ज्ञास्यसि तच्छृणु |,BG_4_3,BG_7_1,english
BG_4_4_en_sa,"Arjuna said: You are of recent origin, while the birth of Vivasvan dates back to remote antiquity. How, then, am I to believe that You taught this Yoga at the beginning of creations?",अर्जुन उवाच |अपरं भवतो जन्म परं जन्म विवस्वतः |कथमेतद्विजानीयां त्वमादौ प्रोक्तवानिति |,अर्जुन उवाच |अयतिः श्रद्धयोपेतो योगाच्चलितमानसः |अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति |,BG_4_4,BG_6_37,english
BG_4_5_en_sa,"The Blessed Lord said: Many, many births both you and I have passed. I can remember all of them, but you cannot, O subduer of the enemy.",श्रीभगवानुवाच |बहूनि मे व्यतीतानि जन्मानि तव चार्जुन |तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप |,अर्जुन उवाच |अपरं भवतो जन्म परं जन्म विवस्वतः |कथमेतद्विजानीयां त्वमादौ प्रोक्तवानिति |,BG_4_5,BG_4_4,english
BG_4_7_en_sa,"Arjuna, whenever righteousness is on the decline, and unrighteousness is in the ascendant, then I body Myself forth.",यदा यदा हि धर्मस्य ग्लानिर्भवति भारत |अभ्युत्थानमधर्मस्य तदात्मानं सृजाम्यहम् |,अर्जुन उवाच |मदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम् |यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम |,BG_4_7,BG_11_1,english
BG_4_8_en_sa,"For the protection of the virtuous, for the extirpation of evil-doers, and for establishing Dharmaon a firm footing, I born from age to age.",परित्राणाय साधूनां विनाशाय च दुष्कृताम् |धर्मसंस्थापनार्थाय सम्भवामि युगे युगे |,मयि चानन्ययोगेन भक्तिरव्यभिचारिणी |विविक्तदेशसेवित्वमरतिर्जनसंसदि |,BG_4_8,BG_13_11,english
BG_4_9_en_sa,"Arjuna, My birth and activities are divine. he who knows this in reality is not reborn on leaving his body, but comes to Me.",जन्म कर्म च मे दिव्यमेवं यो वेत्ति तत्त्वतः |त्यक्त्वा देहं पुनर्जन्म नैति मामेति सोऽर्जुन |,अर्जुन उवाच |मदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम् |यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम |,BG_4_9,BG_11_1,english
BG_4_10_en_sa,"Completely rid of passion, fear and anger, wholly absorbed in me, depending on me, and purified by the penance of wisdom, many have become one with me even in the past.",वीतरागभयक्रोधा मन्मया मामुपाश्रिताः |बहवो ज्ञानतपसा पूता मद्भावमागताः |,ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते |एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् |,BG_4_10,BG_9_15,english
BG_4_12_en_sa,"In this world, the gods are eager for the success of works; indeed, in the human world, success is born of works. In this world of human beings; men seeking the fruition of their activities worship the gods; for success born of actions follow quickly.",काङ्क्षन्तः कर्मणां सिद्धिं यजन्त इह देवताः |क्षिप्रं हि मानुषे लोके सिद्धिर्भवति कर्मजा |,कार्यकारणकर्तृत्वे हेतुः प्रकृतिरुच्यते |पुरुषः सुखदुःखानां भोक्तृत्वे हेतुरुच्यते |,BG_4_12,BG_13_21,english
BG_4_13_en_sa,The four orders of societywere created by Me classifying them according to the mode of Prakrti predominant in each and apportioning corresponding duties to them;,चातुर्वर्ण्यं मया सृष्टं गुणकर्मविभागशः |तस्य कर्तारमपि मां विद्ध्यकर्तारमव्ययम् |,प्रकृतेर्गुणसम्मूढाः सज्जन्ते गुणकर्मसु |तानकृत्स्नविदो मन्दान्कृत्स्नविन्न विचालयेत् |,BG_4_13,BG_3_29,english
BG_4_14_en_sa,"Since I have no craving for the fruit of actions; actions do not contaminate Me, Even he who thus knows Me in reality is not bound by actions.",न मां कर्माणि लिम्पन्ति न मे कर्मफले स्पृहा |इति मां योऽभिजानाति कर्मभिर्न स बध्यते |,इदं ज्ञानमुपाश्रित्य मम साधर्म्यमागताः |सर्गेऽपि नोपजायन्ते प्रलये न व्यथन्ति च |,BG_4_14,BG_14_2,english
BG_4_15_en_sa,"Having known thus, action was performed even by the ancient seekers for liberation; therefore do thou also perform action, as did the ancients in days of yore.",एवं ज्ञात्वा कृतं कर्म पूर्वैरपि मुमुक्षुभिः |कुरु कर्मैव तस्मात्त्वं पूर्वैः पूर्वतरं कृतम् |,यज्ञे तपसि दाने च स्थितिः सदिति चोच्यते |कर्म चैव तदर्थीयं सदित्येवाभिधीयते |,BG_4_15,BG_17_27,english
BG_4_16_en_sa,"What is action and what is inaction? Even men of intelligence are puzzled over this question. Therefore, I shall expound to you the truth about action, knowing which you will be freed from its evil effect.",किं कर्म किमकर्मेति कवयोऽप्यत्र मोहिताः |तत्ते कर्म प्रवक्ष्यामि यज्ज्ञात्वा मोक्ष्यसेऽशुभात् |,ध्यायतो विषयान्पुंसः सङ्गस्तेषूपजायते |सङ्गात्सञ्जायते कामः कामात्क्रोधोऽभिजायते |,BG_4_16,BG_2_62,english
BG_4_17_en_sa,The truth about action must be known and the truth of inaction also must be known; even so the truth about prohibited action must be known. For mysterious are the ways of action.,कर्मणो ह्यपि बोद्धव्यं बोद्धव्यं च विकर्मणः |अकर्मणश्च बोद्धव्यं गहना कर्मणो गतिः |,तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ |ज्ञात्वा शास्त्रविधानोक्तं कर्म कर्तुमिहार्हसि |,BG_4_17,BG_16_24,english
BG_4_18_en_sa,"He who sees inaction in action, and action in inaction, is wise among men; he is a yogi, who has performed all action.",कर्मण्यकर्म यः पश्येदकर्मणि च कर्म यः |स बुद्धिमान्मनुष्येषु स युक्तः कृत्स्नकर्मकृत् |,योगस्थः कुरु कर्माणि सङ्गं त्यक्त्वा धनञ्जय |सिद्ध्यसिद्ध्योः समो भूत्वा समत्वं योग उच्यते |,BG_4_18,BG_2_48,english
BG_4_19_en_sa,"Even the wise call him a sage, whose undertaking are all free from desire and thoughts of the world, and whose actions are burnt up by the fire of wisdom.",यस्य सर्वे समारम्भाः कामसङ्कल्पवर्जिताः |ज्ञानाग्निदग्धकर्माणं तमाहुः पण्डितं बुधाः |,कर्मजं बुद्धियुक्ता हि फलं त्यक्त्वा मनीषिणः |जन्मबन्धविनिर्मुक्ताः पदं गच्छन्त्यनामयम् |,BG_4_19,BG_2_51,english
BG_4_21_en_sa,"Having subdued his mind and body, and given up all objects of enjoyment, and free from craving; he who performs sheer bodily actions, does not incur sin.",निराशीर्यतचित्तात्मा त्यक्तसर्वपरिग्रहः |शारीरं केवलं कर्म कुर्वन्नाप्नोति किल्बिषम् |,नियतं कुरु कर्म त्वं कर्म ज्यायो ह्यकर्मणः |शरीरयात्रापि च ते न प्रसिद्ध्येदकर्मणः |,BG_4_21,BG_3_8,english
BG_4_22_en_sa,"The Karmayogi, who is contented with whatever is got unsought, is free from jealousy and has transcended all pairs of opposites, and is balanced in success and failure, is not bound by his action.",यदृच्छालाभसन्तुष्टो द्वन्द्वातीतो विमत्सरः |समः सिद्धावसिद्धौ च कृत्वापि न निबध्यते |,श्रीभगवानुवाच |अनाश्रितः कर्मफलं कार्यं कर्म करोति यः |स संन्यासी च योगी च न निरग्निर्न चाक्रियः |,BG_4_22,BG_6_1,english
BG_4_23_en_sa,"All his actions melt away, who is free from attachment, whose mind is established in knowledge, and who performs actions for the sake of sacrifice.",गतसङ्गस्य मुक्तस्य ज्ञानावस्थितचेतसः |यज्ञायाचरतः कर्म समग्रं प्रविलीयते |,यस्य सर्वे समारम्भाः कामसङ्कल्पवर्जिताः |ज्ञानाग्निदग्धकर्माणं तमाहुः पण्डितं बुधाः |,BG_4_23,BG_4_19,english
BG_4_24_en_sa,"In the practice of seeing Brahma everywhere as a form of sacrifice Brahma is the ladle; Brahma, again, is the oblation; Brahma is the fire, Brahma itself",ब्रह्मार्पणं ब्रह्म हविर्ब्रह्माग्नौ ब्रह्मणा हुतम् |ब्रह्मैव तेन गन्तव्यं ब्रह्मकर्मसमाधिना |,लभन्ते ब्रह्मनिर्वाणमृषयः क्षीणकल्मषाः |छिन्नद्वैधा यतात्मानः सर्वभूतहिते रताः |,BG_4_24,BG_5_25,english
BG_4_26_en_sa,"Offer the sacrifice of the senses, beginning with the ears, to the self alone. Offer the sacrifice of the objects of the senses, beginning with sound, to the senses themselves.",श्रोत्रादीनीन्द्रियाण्यन्ये संयमाग्निषु जुह्वति |शब्दादीन्विषयानन्य इन्द्रियाग्निषु जुह्वति |,धृत्या यया धारयते मनःप्राणेन्द्रियक्रियाः |योगेनाव्यभिचारिण्या धृतिः सा पार्थ सात्त्विकी |,BG_4_26,BG_18_33,english
BG_4_27_en_sa,"Others sacrifice all the functions of their senses and the functions of the vital airs into the fire of Yoga in the shape of self-control, kindled by wisdom.",सर्वाणीन्द्रियकर्माणि प्राणकर्माणि चापरे |आत्मसंयमयोगाग्नौ जुह्वति ज्ञानदीपिते |,ध्यानेनात्मनि पश्यन्ति केचिदात्मानमात्मना |अन्ये साङ्ख्येन योगेन कर्मयोगेन चापरे |,BG_4_27,BG_13_25,english
BG_4_29_en_sa,"Other yogis offer the act of exhalation into that of inhalation even; so others, the act of inhalation into that of exhalation. There are still others given to the practice of Pranayama, who having regulated their diet and controlled the processes of exhalation and inhalation both pour their vital airs into the vital airs themselves.",अपाने जुह्वति प्राणं प्राणेऽपानं तथापरे |प्राणापानगती रुद्ध्वा प्राणायामपरायणाः |,ध्यानेनात्मनि पश्यन्ति केचिदात्मानमात्मना |अन्ये साङ्ख्येन योगेन कर्मयोगेन चापरे |,BG_4_29,BG_13_25,english
BG_4_31_en_sa,"Those who eat the remnants of sacrifices go to the eternal Brahman; this world does not exist for one who does not perform sacrifices, how then can there be any fruit for him, O best of the Kurus?",यज्ञशिष्टामृतभुजो यान्ति ब्रह्म सनातनम् |नायं लोकोऽस्त्ययज्ञस्य कुतोऽन्यः कुरुसत्तम |,कस्माच्च ते न नमेरन्महात्मन्गरीयसे ब्रह्मणोऽप्यादिकर्त्रे |अनन्त देवेश जगन्निवासत्वमक्षरं सदसत्तत्परं यत् |,BG_4_31,BG_11_37,english
BG_4_32_en_sa,"Many such forms of sacrifice have been set forth in detail through the mouth of the Vedas. Knowing all these as actions of the mind, senses, and body, you shall be freed from all bondage of actions by performing them.",एवं बहुविधा यज्ञा वितता ब्रह्मणो मुखे |कर्मजान्विद्धि तान्सर्वानेवं ज्ञात्वा विमोक्ष्यसे |,गतसङ्गस्य मुक्तस्य ज्ञानावस्थितचेतसः |यज्ञायाचरतः कर्म समग्रं प्रविलीयते |,BG_4_32,BG_4_23,english
BG_4_33_en_sa,"Arjuna, sacrifice through Knowledge is superior to sacrifice performed with material things. For all actions without exception culminate in Knowledge, O son of Kunti.",श्रेयान्द्रव्यमयाद्यज्ञाज्ज्ञानयज्ञः परन्तप |सर्वं कर्माखिलं पार्थ ज्ञाने परिसमाप्यते |,सत्त्वं सुखे सञ्जयति रजः कर्मणि भारत |ज्ञानमावृत्य तु तमः प्रमादे सञ्जयत्युत |,BG_4_33,BG_14_9,english
BG_4_34_en_sa,"Understand the true nature of that Knowledge by approaching illumined soul. If you prostrate at their feet, render them service, and question them with an open and guileless heart, those wise seers of Truth will instruct you in that Knowledge.",तद्विद्धि प्रणिपातेन परिप्रश्नेन सेवया |उपदेक्ष्यन्ति ते ज्ञानं ज्ञानिनस्तत्त्वदर्शिनः |,ज्ञानेन तु तदज्ञानं येषां नाशितमात्मनः |तेषामादित्यवज्ज्ञानं प्रकाशयति तत्परम् |,BG_4_34,BG_5_16,english
BG_4_35_en_sa,"Arjuna, when you have reached enlightenment, ignorance will delude you no more. In the light of that Knowledge you will see the entire creation first within your own self, and then in Me.",यज्ज्ञात्वा न पुनर्मोहमेवं यास्यसि पाण्डव |येन भूतान्यशेषेण द्रक्ष्यस्यात्मन्यथो मयि (var अशेषाणि) |,अर्जुन उवाच |अपरं भवतो जन्म परं जन्म विवस्वतः |कथमेतद्विजानीयां त्वमादौ प्रोक्तवानिति |,BG_4_35,BG_4_4,english
BG_4_36_en_sa,"Even though you were the foulest of all sinners, this Knowledge alone would carry you, like a raft, across all your sin.",अपि चेदसि पापेभ्यः सर्वेभ्यः पापकृत्तमः |सर्वं ज्ञानप्लवेनैव वृजिनं सन्तरिष्यसि |,ये त्वेतदभ्यसूयन्तो नानुतिष्ठन्ति मे मतम् |सर्वज्ञानविमूढांस्तान्विद्धि नष्टानचेतसः |,BG_4_36,BG_3_32,english
BG_4_37_en_sa,"For as the blazing fire turns the fuel to ashes, Arjuna, even so the fire of Knowledge turns all actions to ashes.",यथैधांसि समिद्धोऽग्निर्भस्मसात्कुरुतेऽर्जुन |ज्ञानाग्निः सर्वकर्माणि भस्मसात्कुरुते तथा |,ज्योतिषामपि तज्ज्योतिस्तमसः परमुच्यते |ज्ञानं ज्ञेयं ज्ञानगम्यं हृदि सर्वस्य विष्ठितम् |,BG_4_37,BG_13_18,english
BG_4_38_en_sa,"On earth there is no purifier as great as Knowledge, he who has attained purity of heart through a prolonged practice of Karmayoga automatically sees the light of Truth in the self in course of time.",न हि ज्ञानेन सदृशं पवित्रमिह विद्यते |तत्स्वयं योगसंसिद्धः कालेनात्मनि विन्दति |,ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते |एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् |,BG_4_38,BG_9_15,english
BG_4_39_en_sa,"The faithful, the devoted, and the self-controlled attain knowledge; having obtained knowledge, they soon reach supreme peace.",श्रद्धावाँल्लभते ज्ञानं तत्परः संयतेन्द्रियः |ज्ञानं लब्ध्वा परां शान्तिमचिरेणाधिगच्छति |,ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते |एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् |,BG_4_39,BG_9_15,english
BG_4_42_en_sa,"Therefore, Arjuna, slashing to pieces, with the sword of wisdom, the doubt born of ignorance in your heart, stand firm in the yoga of equanimity and prepare for battle, O Bharata.",तस्मादज्ञानसम्भूतं हृत्स्थं ज्ञानासिनात्मनः |छित्त्वैनं संशयं योगमातिष्ठोत्तिष्ठ भारत |,अर्जुन उवाच |अयतिः श्रद्धयोपेतो योगाच्चलितमानसः |अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति |,BG_4_42,BG_6_37,english
BG_5_1_en_sa,"Arjuna said Krishna, you extol sankhyayogaand then the yoga of Action. Pray tell me which of the two is decidedly conducive to my good.",अर्जुन उवाच |संन्यासं कर्मणां कृष्ण पुनर्योगं च शंससि |यच्छ्रेय एतयोरेकं तन्मे ब्रूहि सुनिश्चितम् |,अर्जुन उवाच |अयतिः श्रद्धयोपेतो योगाच्चलितमानसः |अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति |,BG_5_1,BG_6_37,english
BG_5_4_en_sa,"It is the ignorant, not the wise, who say that Sankhyayoga and Karmayoga lead to divergent results. For one who is firmly established in either gets the fruit of both",साङ्ख्ययोगौ पृथग्बालाः प्रवदन्ति न पण्डिताः |एकमप्यास्थितः सम्यगुभयोर्विन्दते फलम् |,ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते |एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् |,BG_5_4,BG_9_15,english
BG_5_6_en_sa,"Without Karmayoga, however, Sankhyayogais difficult to accomplish; whereas the Karmayogi, who keeps his mind fixed on God, reaches Brahma in no time, Arjuna.",संन्यासस्तु महाबाहो दुःखमाप्तुमयोगतः |योगयुक्तो मुनिर्ब्रह्म नचिरेणाधिगच्छति |,कस्माच्च ते न नमेरन्महात्मन्गरीयसे ब्रह्मणोऽप्यादिकर्त्रे |अनन्त देवेश जगन्निवासत्वमक्षरं सदसत्तत्परं यत् |,BG_5_6,BG_11_37,english
BG_5_7_en_sa,"The Karamayogi, who has fully conquered his mind and mastered his senses, whose heart is pure, and who has identified himself with the self of all beings, remains untainted, even though performing action.",योगयुक्तो विशुद्धात्मा विजितात्मा जितेन्द्रियः |सर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते |,कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि |योगिनः कर्म कुर्वन्ति सङ्गं त्यक्त्वात्मशुद्धये |,BG_5_7,BG_5_11,english
BG_5_8_en_sa,"The Sankhyayogi, however, who knows the reality of things, must believe, even though seeing, hearing, touching, smelling, eating or drinking, walking, sleeping, breathing, that he does nothing.",नैव किञ्चित्करोमीति युक्तो मन्येत तत्त्ववित् |पश्यञ्शृण्वन्स्पृशञ्जिघ्रन्नश्नन्गच्छन्स्वपञ्श्वसन् |,ध्यानेनात्मनि पश्यन्ति केचिदात्मानमात्मना |अन्ये साङ्ख्येन योगेन कर्मयोगेन चापरे |,BG_5_8,BG_13_25,english
BG_5_9_en_sa,"Speaking, letting go, grasping, opening or closing the eyes — holding that it is only the senses moving among their objects, he believes that he does nothing.",प्रलपन्विसृजन्गृह्णन्नुन्मिषन्निमिषन्नपि |इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् |,कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि |योगिनः कर्म कुर्वन्ति सङ्गं त्यक्त्वात्मशुद्धये |,BG_5_9,BG_5_11,english
BG_5_10_en_sa,"He who performs his duties, abandoning attachment and dedicating all actions to the Supreme, is not tainted by sin, just as a lotus leaf is untouched by water. He who acts offering all actions to God, and shaking off attachment, remains untouched by sin, as the lotus leaf by water.",ब्रह्मण्याधाय कर्माणि सङ्गं त्यक्त्वा करोति यः |लिप्यते न स पापेन पद्मपत्रमिवाम्भसा |,श्रीभगवानुवाच |अनाश्रितः कर्मफलं कार्यं कर्म करोति यः |स संन्यासी च योगी च न निरग्निर्न चाक्रियः |,BG_5_10,BG_6_1,english
